Mouse Cage ,Mouse Number,Tag,Strain,Diet,Week,PercBWincrease,BW_Average,Food_Mass,Food_Avg,Ingest_bymouse,Glucose,Trig,NEFA,BCAA,Insulin
30,104,LE,DBA/2J,Vegetarian,1,28.8,34.3875,127.5,32.05,0.158978175,,,,,
30,105,RLE,DBA/2J,Vegetarian,1,36.5,34.3875,127.5,32.05,0.125440313,,,,,
31,106,NT,DBA/2J,Vegetarian,1,36.2,34.3875,128.9,32.05,0.126479874,,,,,
31,107,RE,DBA/2J,Vegetarian,1,36.4,34.3875,128.9,32.05,0.125784929,,,,,
31,108,LE,DBA/2J,Vegetarian,1,33.5,34.3875,128.9,32.05,0.136673774,,,,,
31,109,RLE,DBA/2J,Vegetarian,1,38.6,34.3875,128.9,32.05,0.11861584,,,,,
32,110,NT,DBA/2J,Vegan,1,34.1,33.8875,131.4,31.75,0.133012149,,,,,
32,111,RE,DBA/2J,Vegan,1,37.3,33.8875,131.4,31.75,0.121600919,,,,,
32,112,LE,DBA/2J,Vegan,1,36.5,33.8875,131.4,31.75,0.124266145,,,,,
32,113,RLE,DBA/2J,Vegan,1,36.4,33.8875,131.4,31.75,0.124607535,,,,,
33,114,NT,DBA/2J,Vegan,1,31,33.8875,122.6,31.75,0.146313364,,,,,
33,115,RE,DBA/2J,Vegan,1,34.3,33.8875,122.6,31.75,0.132236568,,,,,
33,116,LE,DBA/2J,Vegan,1,33.2,33.8875,122.6,31.75,0.1366179,,,,,
33,117,RLE,DBA/2J,Vegan,1,28.3,33.8875,122.6,31.75,0.16027259,,,,,
34,118,NT,S/J,American,1,28,28.625,106.6,27.3875,0.139732143,,,,,
60,119,RE,S/J,American,1,28.9,28.625,106.6,27.3875,0.135380623,,,,,
34,120,LE,S/J,American,1,26.9,28.625,106.6,27.3875,0.145446097,,,,,
34,121,RLE,S/J,American,1,30.5,28.625,106.6,27.3875,0.128278689,,,,,
35,122,NT,S/J,American,1,28.4,28.625,51.3,27.3875,0.137764085,,,,,
57,123,RE,S/J,American,1,24.7,28.625,51.3,27.3875,0.15840081,,,,,
36,124,NT,S/J,American,1,28.5,28.625,27,27.3875,0.137280702,,,,,
37,125,NT,S/J,American,1,33.1,28.625,34.2,27.3875,0.118202417,,,,,
42,126,NT,S/J,Mediterranean,1,30.9,29.6,36.2,35.3857143,0.163595535,,,,,
44,127,RE,S/J,Mediterranean,1,26.7,29.6,35.5,35.3857143,0.189329665,,,,,
38,128,LE,S/J,Mediterranean,1,26.7,29.6,36.4,35.3857143,0.189329665,,,,,
43,129,RLE,S/J,Mediterranean,1,26,29.6,37.6,35.3857143,0.194427002,,,,,
39,130,NT,S/J,Mediterranean,1,31.7,29.6,31.7,35.3857143,0.159466941,,,,,
40,131,NT,S/J,Mediterranean,1,30.9,29.6,33.9,35.3857143,0.163595535,,,,,
41,132,NT,S/J,Mediterranean,1,34.3,29.6,36.4,35.3857143,0.147379068,,,,,
45,133,NT,S/J,Vegetarian,1,27.3,28,84.1,23.6,0.123495552,,,,,
45,134,RE,S/J,Vegetarian,1,27.2,28,84.1,23.6,0.12394958,,,,,
45,135,LE,S/J,Vegetarian,1,29.9,28,84.1,23.6,0.112756808,,,,,
55,136,NT,S/J,Vegetarian,1,26.4,28,NA,23.6,0.127705628,,,,,
56,137,RE,S/J,Vegetarian,1,28.2,28,NA,23.6,0.119554205,,,,,
59,138,LE,S/J,Vegetarian,1,28.7,28,NA,23.6,0.117471379,,,,,
46,139,RLE,S/J,Vegetarian,1,31.2,28,NA,23.6,0.108058608,,,,,
47,140,NT,S/J,Vegetarian,1,25.1,28,10.3,23.6,0.134319863,,,,,
48,141,NT,S/J,Vegan,1,28.1,28.2375,73.7,21.175,0.107651246,,,,,
48,142,RE,S/J,Vegan,1,29.2,28.2375,73.7,21.175,0.10359589,,,,,
48,143,LE,S/J,Vegan,1,25.9,28.2375,73.7,21.175,0.116795367,,,,,
49,144,NT,S/J,Vegan,1,28.9,28.2375,25.3,21.175,0.10467128,,,,,
50,145,NT,S/J,Vegan,1,27.6,28.2375,7.5,21.175,0.109601449,,,,,
51,146,NT,S/J,Vegan,1,29.9,28.2375,11.6,21.175,0.101170569,,,,,
52,147,NT,S/J,Vegan,1,27.6,28.2375,51.3,21.175,0.109601449,,,,,
52,148,RE,S/J,Vegan,1,28.7,28.2375,51.3,21.175,0.105400697,,,,,
53,149,NT,S/J,Chow,1,27.4,27.18333333,NA,NA,NA,,,,,
53,150,RE,S/J,Chow,1,25.1,27.18333333,NA,NA,NA,,,,,
53,151,LE,S/J,Chow,1,28.2,27.18333333,NA,NA,NA,,,,,
54,152,NT,S/J,Chow,1,27.2,27.18333333,NA,NA,NA,,,,,
54,153,RE,S/J,Chow,1,28.2,27.18333333,NA,NA,NA,,,,,
54,154,LE,S/J,Chow,1,27,27.18333333,NA,NA,NA,,,,,
1,1,RE,C57BL/6J,Chow,2,27.1,29.34285714,50.9,25.9,0.136531365,,,,,
1,2,NT,C57BL/6J,Chow,2,27.7,29.34285714,50.9,25.9,0.133574007,,,,,
2,3,NT,C57BL/6J,Chow,2,33.1,29.34285714,NA,25.9,0.111782477,,,,,
2,4,RE,C57BL/6J,Chow,2,29,29.34285714,NA,25.9,0.127586207,,,,,
2,5,LE,C57BL/6J,Chow,2,28.7,29.34285714,NA,25.9,0.128919861,,,,,
2,6,RLE,C57BL/6J,Chow,2,30.2,29.34285714,NA,25.9,0.122516556,,,,,
3,7,NT,C57BL/6J,Chow,2,29.6,29.34285714,26.8,25.9,0.125,,,,,
4,8,NT,C57BL/6J,American,2,32.3,31.975,88.2,23.2375,0.102775321,,,,,
4,9,RE,C57BL/6J,American,2,28.8,31.975,88.2,23.2375,0.115265377,,,,,
4,10,LE,C57BL/6J,American,2,31.7,31.975,88.2,23.2375,0.104720595,,,,,
4,11,RLE,C57BL/6J,American,2,29.5,31.975,88.2,23.2375,0.112530266,,,,,
5,12,NT,C57BL/6J,American,2,32.9,31.975,97.7,23.2375,0.100900999,,,,,
5,13,RE,C57BL/6J,American,2,32,31.975,97.7,23.2375,0.103738839,,,,,
5,14,LE,C57BL/6J,American,2,35.1,31.975,97.7,23.2375,0.09457672,,,,,
5,15,RLE,C57BL/6J,American,2,33.5,31.975,97.7,23.2375,0.099093817,,,,,
6,16,NT,C57BL/6J,Mediterranean,2,31.1,31.4125,96.3,23.6125,0.108463482,,,,,
6,17,RE,C57BL/6J,Mediterranean,2,30.6,31.4125,96.3,23.6125,0.110235761,,,,,
6,18,LE,C57BL/6J,Mediterranean,2,28.2,31.4125,96.3,23.6125,0.119617528,,,,,
6,19,RLE,C57BL/6J,Mediterranean,2,35.6,31.4125,96.3,23.6125,0.09475321,,,,,
7,20,NT,C57BL/6J,Mediterranean,2,31.5,31.4125,92.6,23.6125,0.107086168,,,,,
7,21,RE,C57BL/6J,Mediterranean,2,31.9,31.4125,92.6,23.6125,0.105743395,,,,,
7,22,LE,C57BL/6J,Mediterranean,2,31,31.4125,92.6,23.6125,0.108813364,,,,,
7,23,RLE,C57BL/6J,Mediterranean,2,31.4,31.4125,92.6,23.6125,0.107427207,,,,,
8,24,NT,C57BL/6J,Vegetarian,2,NA,NA,NA,NA,NA,,,,,
8,25,RE,C57BL/6J,Vegetarian,2,29.9,28.96666667,47.9,21.0833333,0.100732601,,,,,
8,26,LE,C57BL/6J,Vegetarian,2,30.9,28.96666667,47.9,21.0833333,0.097472646,,,,,
9,27,NT,C57BL/6J,Vegetarian,2,27.2,28.96666667,56.5,21.0833333,0.110731793,,,,,
9,28,RE,C57BL/6J,Vegetarian,2,29.2,28.96666667,56.5,21.0833333,0.103147423,,,,,
9,29,LE,C57BL/6J,Vegetarian,2,27.5,28.96666667,56.5,21.0833333,0.109523809,,,,,
10,30,NT,C57BL/6J,Vegetarian,2,29.1,28.96666667,22.1,21.0833333,0.103501882,,,,,
11,31,NT,C57BL/6J,Vegan,2,31.4,29.425,95.4,21.0875,0.09593949,,,,,
58,32,RE,C57BL/6J,Vegan,2,29.7,29.425,95.4,21.0875,0.101430976,,,,,
11,33,LE,C57BL/6J,Vegan,2,33.1,29.425,95.4,21.0875,0.091012085,,,,,
11,34,RLE,C57BL/6J,Vegan,2,30,29.425,95.4,21.0875,0.100416667,,,,,
12,35,NT,C57BL/6J,Vegan,2,27.8,29.425,73.3,21.0875,0.108363309,,,,,
12,36,RE,C57BL/6J,Vegan,2,29.7,29.425,73.3,21.0875,0.101430976,,,,,
12,37,LE,C57BL/6J,Vegan,2,26.2,29.425,73.3,21.0875,0.114980916,,,,,
12,38,RLE,C57BL/6J,Vegan,2,27.5,29.425,73.3,21.0875,0.109545455,,,,,
13,39,NT,A/J,Chow,2,29.6,26.61428571,116.9,27.4857143,0.132653061,,,,,
13,40,RE,A/J,Chow,2,28.2,26.61428571,116.9,27.4857143,0.139238674,,,,,
13,41,LE,A/J,Chow,2,27.1,26.61428571,116.9,27.4857143,0.144890429,,,,,
13,42,RLE,A/J,Chow,2,26.9,26.61428571,116.9,27.4857143,0.145967681,,,,,
14,43,NT,A/J,Chow,2,23.8,26.61428571,75.5,27.4857143,0.164980278,,,,,
14,44,RE,A/J,Chow,2,NA,NA,NA,NA,NA,,,,,
14,45,LE,A/J,Chow,2,22.8,26.61428571,75.5,27.4857143,0.172216255,,,,,
14,46,RLE,A/J,Chow,2,27.9,26.61428571,75.5,27.4857143,0.140735864,,,,,
15,47,NT,A/J,American,2,28.5,29.55,83,19.4375,0.097431078,,,,,
15,48,RE,A/J,American,2,31.3,29.55,83,19.4375,0.088715199,,,,,
15,49,LE,A/J,American,2,33.6,29.55,83,19.4375,0.082642432,,,,,
15,50,RLE,A/J,American,2,27.7,29.55,83,19.4375,0.100244972,,,,,
16,51,NT,A/J,American,2,27.1,29.55,72.5,19.4375,0.102464418,,,,,
16,52,RE,A/J,American,2,31.1,29.55,72.5,19.4375,0.089285714,,,,,
16,53,LE,A/J,American,2,26.5,29.55,72.5,19.4375,0.104784367,,,,,
16,54,RLE,A/J,American,2,30.6,29.55,72.5,19.4375,0.090744631,,,,,
17,55,NT,A/J,Mediterranean,2,32.2,28.7375,83.4,21.1625,0.093888642,,,,,
17,56,RE,A/J,Mediterranean,2,28.4,28.7375,83.4,21.1625,0.106451207,,,,,
17,57,LE,A/J,Mediterranean,2,25,28.7375,83.4,21.1625,0.120928571,,,,,
17,58,RLE,A/J,Mediterranean,2,30.5,28.7375,83.4,21.1625,0.09912178,,,,,
18,59,NT,A/J,Mediterranean,2,29.1,28.7375,85.9,21.1625,0.103890525,,,,,
18,60,RE,A/J,Mediterranean,2,28.5,28.7375,85.9,21.1625,0.106077694,,,,,
18,61,LE,A/J,Mediterranean,2,26.5,28.7375,85.9,21.1625,0.114083558,,,,,
18,62,RLE,A/J,Mediterranean,2,29.7,28.7375,85.9,21.1625,0.101791727,,,,,
19,63,NT,A/J,Vegetarian,2,25.1,27.75,81.5,21.625,0.123079112,,,,,
19,64,RE,A/J,Vegetarian,2,27.3,27.75,81.5,21.625,0.113160649,,,,,
19,65,LE,A/J,Vegetarian,2,30.8,27.75,81.5,21.625,0.100301484,,,,,
19,66,RLE,A/J,Vegetarian,2,26.1,27.75,81.5,21.625,0.118363437,,,,,
20,67,NT,A/J,Vegetarian,2,29.8,27.75,91.5,21.625,0.103667306,,,,,
20,68,RE,A/J,Vegetarian,2,28,27.75,91.5,21.625,0.110331633,,,,,
20,69,LE,A/J,Vegetarian,2,28.1,27.75,91.5,21.625,0.109938993,,,,,
20,70,RLE,A/J,Vegetarian,2,26.8,27.75,91.5,21.625,0.115271855,,,,,
21,71,NT,A/J,Vegan,2,25.6,26.6375,71.2,19.2625,0.107491629,,,,,
21,72,RE,A/J,Vegan,2,27.5,26.6375,71.2,19.2625,0.100064935,,,,,
21,73,LE,A/J,Vegan,2,29.1,26.6375,71.2,19.2625,0.094563083,,,,,
21,74,RLE,A/J,Vegan,2,27.4,26.6375,71.2,19.2625,0.100430136,,,,,
22,75,NT,A/J,Vegan,2,27.5,26.6375,82.9,19.2625,0.100064935,,,,,
22,76,RE,A/J,Vegan,2,27.1,26.6375,82.9,19.2625,0.101541908,,,,,
22,77,LE,A/J,Vegan,2,26.8,26.6375,82.9,19.2625,0.102678571,,,,,
22,78,RLE,A/J,Vegan,2,22.1,26.6375,82.9,19.2625,0.124515191,,,,,
23,79,NT,DBA/2J,Chow,2,31.4,30.01428571,90.8,29.9285714,0.136162745,,,,,
23,80,RE,DBA/2J,Chow,2,28.4,30.01428571,90.8,29.9285714,0.150546134,,,,,
23,81,LE,DBA/2J,Chow,2,29.4,30.01428571,90.8,29.9285714,0.145425517,,,,,
24,82,NT,DBA/2J,Chow,2,32,30.01428571,118.7,29.9285714,0.133609694,,,,,
24,83,RE,DBA/2J,Chow,2,23.6,30.01428571,118.7,29.9285714,0.181165686,,,,,
24,84,LE,DBA/2J,Chow,2,36,30.01428571,118.7,29.9285714,0.118764172,,,,,
24,85,RLE,DBA/2J,Chow,2,29.3,30.01428571,118.7,29.9285714,0.14592185,,,,,
25,86,NT,DBA/2J,American,2,38.1,37.625,95.4,27.075,0.10151856,,,,,
25,87,RE,DBA/2J,American,2,39.9,37.625,95.4,27.075,0.096938776,,,,,
25,88,LE,DBA/2J,American,2,39.4,37.625,95.4,27.075,0.098168963,,,,,
25,89,RLE,DBA/2J,American,2,34.1,37.625,95.4,27.075,0.113426896,,,,,
26,90,NT,DBA/2J,American,2,38.8,37.625,60.2,27.075,0.09968704,,,,,
26,91,RE,DBA/2J,American,2,36.9,37.625,60.2,27.075,0.104819977,,,,,
27,92,NT,DBA/2J,American,2,35.7,37.625,61,27.075,0.108343337,,,,,
27,93,RE,DBA/2J,American,2,38.1,37.625,61,27.075,0.10151856,,,,,
28,94,NT,DBA/2J,Mediterranean,2,38.5,37.2125,106.2,27.6625,0.102643785,,,,,
28,95,RE,DBA/2J,Mediterranean,2,32.7,37.2125,106.2,27.6625,0.120849716,,,,,
28,96,LE,DBA/2J,Mediterranean,2,34.8,37.2125,106.2,27.6625,0.113557061,,,,,
28,97,RLE,DBA/2J,Mediterranean,2,40,37.2125,106.2,27.6625,0.098794643,,,,,
29,98,NT,DBA/2J,Mediterranean,2,40.3,37.2125,115.1,27.6625,0.098059199,,,,,
29,99,RE,DBA/2J,Mediterranean,2,38.6,37.2125,115.1,27.6625,0.102377868,,,,,
29,100,LE,DBA/2J,Mediterranean,2,36.5,37.2125,115.1,27.6625,0.108268102,,,,,
29,101,RLE,DBA/2J,Mediterranean,2,36.3,37.2125,115.1,27.6625,0.10886462,,,,,
30,102,NT,DBA/2J,Vegetarian,2,37.5,36.0625,104.2,25.775,0.098190476,,,,,
30,103,RE,DBA/2J,Vegetarian,2,30.9,36.0625,104.2,25.775,0.119163199,,,,,
30,104,LE,DBA/2J,Vegetarian,2,31.4,36.0625,104.2,25.775,0.117265696,,,,,
30,105,RLE,DBA/2J,Vegetarian,2,39.1,36.0625,104.2,25.775,0.094172452,,,,,
31,106,NT,DBA/2J,Vegetarian,2,37.2,36.0625,102,25.775,0.098982335,,,,,
31,107,RE,DBA/2J,Vegetarian,2,38.5,36.0625,102,25.775,0.095640074,,,,,
31,108,LE,DBA/2J,Vegetarian,2,35,36.0625,102,25.775,0.105204082,,,,,
31,109,RLE,DBA/2J,Vegetarian,2,38.9,36.0625,102,25.775,0.094656629,,,,,
32,110,NT,DBA/2J,Vegan,2,36.7,36.275,113.1,28.05,0.109186454,,,,,
32,111,RE,DBA/2J,Vegan,2,39.5,36.275,113.1,28.05,0.101446655,,,,,
32,112,LE,DBA/2J,Vegan,2,38.2,36.275,113.1,28.05,0.104899028,,,,,
32,113,RLE,DBA/2J,Vegan,2,39.4,36.275,113.1,28.05,0.101704133,,,,,
33,114,NT,DBA/2J,Vegan,2,32.9,36.275,111.3,28.05,0.121797655,,,,,
33,115,RE,DBA/2J,Vegan,2,37.5,36.275,111.3,28.05,0.106857143,,,,,
33,116,LE,DBA/2J,Vegan,2,34.7,36.275,111.3,28.05,0.115479621,,,,,
33,117,RLE,DBA/2J,Vegan,2,31.3,36.275,111.3,28.05,0.128023733,,,,,
34,118,NT,S/J,American,2,29.1,29.0125,83.8,23.1125,0.113463427,,,,,
60,119,RE,S/J,American,2,29.5,29.0125,83.8,23.1125,0.111924939,,,,,
34,120,LE,S/J,American,2,26.4,29.0125,83.8,23.1125,0.125067641,,,,,
34,121,RLE,S/J,American,2,30.9,29.0125,83.8,23.1125,0.106853907,,,,,
35,122,NT,S/J,American,2,30.1,29.0125,58.3,23.1125,0.109693878,,,,,
57,123,RE,S/J,American,2,25.6,29.0125,58.3,23.1125,0.128976004,,,,,
36,124,NT,S/J,American,2,27.6,29.0125,19.3,23.1125,0.119629917,,,,,
37,125,NT,S/J,American,2,32.9,29.0125,23.5,23.1125,0.100358228,,,,,
42,126,NT,S/J,Mediterranean,2,30.6,30.48571429,34.1,29.2142857,0.136387888,,,,,
44,127,RE,S/J,Mediterranean,2,30,30.48571429,31.2,29.2142857,0.139115646,,,,,
38,128,LE,S/J,Mediterranean,2,29.2,30.48571429,38.7,29.2142857,0.142927034,,,,,
43,129,RLE,S/J,Mediterranean,2,28,30.48571429,27.6,29.2142857,0.149052478,,,,,
39,130,NT,S/J,Mediterranean,2,30.9,30.48571429,21.8,29.2142857,0.135063734,,,,,
40,131,NT,S/J,Mediterranean,2,30.9,30.48571429,26,29.2142857,0.135063734,,,,,
41,132,NT,S/J,Mediterranean,2,33.8,30.48571429,25.1,29.2142857,0.123475426,,,,,
45,133,NT,S/J,Vegetarian,2,27.6,28.2375,62.1,24.4375,0.126488095,,,,,
45,134,RE,S/J,Vegetarian,2,27.4,28.2375,62.1,24.4375,0.127411366,,,,,
45,135,LE,S/J,Vegetarian,2,30.2,28.2375,62.1,24.4375,0.115598392,,,,,
55,136,NT,S/J,Vegetarian,2,25.9,28.2375,42.6,24.4375,0.134790403,,,,,
56,137,RE,S/J,Vegetarian,2,28,28.2375,69.8,24.4375,0.124681122,,,,,
59,138,LE,S/J,Vegetarian,2,29.2,28.2375,69.8,24.4375,0.119557241,,,,,
46,139,RLE,S/J,Vegetarian,2,31.9,28.2375,69.8,24.4375,0.109437976,,,,,
47,140,NT,S/J,Vegetarian,2,25.7,28.2375,21,24.4375,0.135839355,,,,,
48,141,NT,S/J,Vegan,2,28.1,28.5375,74.2,24.1125,0.122585155,,,,,
48,142,RE,S/J,Vegan,2,28.9,28.5375,74.2,24.1125,0.119191794,,,,,
48,143,LE,S/J,Vegan,2,27.6,28.5375,74.2,24.1125,0.124805901,,,,,
49,144,NT,S/J,Vegan,2,29.4,28.5375,22,24.1125,0.117164723,,,,,
50,145,NT,S/J,Vegan,2,27.6,28.5375,23.2,24.1125,0.124805901,,,,,
51,146,NT,S/J,Vegan,2,29.9,28.5375,24.5,24.1125,0.115205447,,,,,
52,147,NT,S/J,Vegan,2,27.9,28.5375,49,24.1125,0.123463902,,,,,
52,148,RE,S/J,Vegan,2,28.9,28.5375,49,24.1125,0.119191794,,,,,
53,149,NT,S/J,Chow,2,27.8,27.2,75.5,25.3,0.130010277,,,,,
53,150,RE,S/J,Chow,2,25.9,27.2,75.5,25.3,0.139547711,,,,,
53,151,LE,S/J,Chow,2,27.5,27.2,75.5,25.3,0.131428571,,,,,
54,152,NT,S/J,Chow,2,26.3,27.2,76.3,25.3,0.137425312,,,,,
54,153,RE,S/J,Chow,2,28.4,27.2,76.3,25.3,0.127263581,,,,,
54,154,LE,S/J,Chow,2,27.3,27.2,76.3,25.3,0.132391418,,,,,
1,1,RE,C57BL/6J,Chow,3,27,29.1,56.3,28.1,0.148677249,,,,,
1,2,NT,C57BL/6J,Chow,3,27.5,29.1,56.3,28.1,0.145974026,,,,,
2,3,NT,C57BL/6J,Chow,3,32.1,29.1,109.3,28.1,0.12505563,,,,,
2,4,RE,C57BL/6J,Chow,3,29.4,29.1,109.3,28.1,0.13654033,,,,,
2,5,LE,C57BL/6J,Chow,3,28.8,29.1,109.3,28.1,0.139384921,,,,,
2,6,RLE,C57BL/6J,Chow,3,29.9,29.1,109.3,28.1,0.134257047,,,,,
3,7,NT,C57BL/6J,Chow,3,29,29.1,31.1,28.1,0.138423645,,,,,
4,8,NT,C57BL/6J,American,3,33.8,33.1,89.9,22.8625,0.096629332,,,,,
4,9,RE,C57BL/6J,American,3,30.5,33.1,89.9,22.8625,0.107084309,,,,,
4,10,LE,C57BL/6J,American,3,32.5,33.1,89.9,22.8625,0.100494505,,,,,
4,11,RLE,C57BL/6J,American,3,31.1,33.1,89.9,22.8625,0.105018374,,,,,
5,12,NT,C57BL/6J,American,3,33.4,33.1,93,22.8625,0.09778657,,,,,
5,13,RE,C57BL/6J,American,3,33.3,33.1,93,22.8625,0.098080223,,,,,
5,14,LE,C57BL/6J,American,3,35.9,33.1,93,22.8625,0.09097692,,,,,
5,15,RLE,C57BL/6J,American,3,34.3,33.1,93,22.8625,0.095220741,,,,,
6,16,NT,C57BL/6J,Mediterranean,3,31,32.075,92,23.1875,0.106854839,,,,,
6,17,RE,C57BL/6J,Mediterranean,3,29.9,32.075,92,23.1875,0.110785953,,,,,
6,18,LE,C57BL/6J,Mediterranean,3,28.7,32.075,92,23.1875,0.115418118,,,,,
6,19,RLE,C57BL/6J,Mediterranean,3,35.7,32.075,92,23.1875,0.092787115,,,,,
7,20,NT,C57BL/6J,Mediterranean,3,33.1,32.075,93.5,23.1875,0.100075529,,,,,
7,21,RE,C57BL/6J,Mediterranean,3,33.2,32.075,93.5,23.1875,0.099774096,,,,,
7,22,LE,C57BL/6J,Mediterranean,3,32.1,32.075,93.5,23.1875,0.103193146,,,,,
7,23,RLE,C57BL/6J,Mediterranean,3,32.9,32.075,93.5,23.1875,0.100683891,,,,,
8,24,NT,C57BL/6J,Vegetarian,3,NA,NA,NA,NA,NA,,,,,
8,25,RE,C57BL/6J,Vegetarian,3,30.7,29.7,47.2,21.4,0.099581201,,,,,
8,26,LE,C57BL/6J,Vegetarian,3,31.4,29.7,47.2,21.4,0.097361237,,,,,
9,27,NT,C57BL/6J,Vegetarian,3,28.9,29.7,58.9,21.4,0.10578349,,,,,
9,28,RE,C57BL/6J,Vegetarian,3,30,29.7,58.9,21.4,0.101904762,,,,,
9,29,LE,C57BL/6J,Vegetarian,3,28.4,29.7,58.9,21.4,0.107645875,,,,,
10,30,NT,C57BL/6J,Vegetarian,3,28.8,29.7,22.3,21.4,0.106150794,,,,,
11,31,NT,C57BL/6J,Vegan,3,32.1,30.025,95.5,21.8625,0.097296395,,,,,
58,32,RE,C57BL/6J,Vegan,3,31.1,30.025,95.5,21.8625,0.100424897,,,,,
11,33,LE,C57BL/6J,Vegan,3,32.7,30.025,95.5,21.8625,0.09551114,,,,,
11,34,RLE,C57BL/6J,Vegan,3,30.1,30.025,95.5,21.8625,0.103761272,,,,,
12,35,NT,C57BL/6J,Vegan,3,28.9,30.025,79.4,21.8625,0.108069698,,,,,
12,36,RE,C57BL/6J,Vegan,3,30.2,30.025,79.4,21.8625,0.103417692,,,,,
12,37,LE,C57BL/6J,Vegan,3,26.7,30.025,79.4,21.8625,0.116974318,,,,,
12,38,RLE,C57BL/6J,Vegan,3,28.4,30.025,79.4,21.8625,0.109972334,,,,,
13,39,NT,A/J,Chow,3,29,26.94285714,105.5,26,0.128078818,,,,,
13,40,RE,A/J,Chow,3,29,26.94285714,105.5,26,0.128078818,,,,,
13,41,LE,A/J,Chow,3,27.9,26.94285714,105.5,26,0.13312852,,,,,
13,42,RLE,A/J,Chow,3,27.1,26.94285714,105.5,26,0.137058513,,,,,
14,43,NT,A/J,Chow,3,24.2,26.94285714,76.5,26,0.153482881,,,,,
14,44,RE,A/J,Chow,3,NA,NA,NA,NA,NA,,,,,
14,45,LE,A/J,Chow,3,23.1,26.94285714,76.5,26,0.160791589,,,,,
14,46,RLE,A/J,Chow,3,28.3,26.94285714,76.5,26,0.131246845,,,,,
15,47,NT,A/J,American,3,29.6,30.325,80.2,18.9875,0.091638514,,,,,
15,48,RE,A/J,American,3,32.6,30.325,80.2,18.9875,0.083205521,,,,,
15,49,LE,A/J,American,3,34.9,30.325,80.2,18.9875,0.077722063,,,,,
15,50,RLE,A/J,American,3,28.4,30.325,80.2,18.9875,0.095510563,,,,,
16,51,NT,A/J,American,3,26.8,30.325,71.7,18.9875,0.101212687,,,,,
16,52,RE,A/J,American,3,31.5,30.325,71.7,18.9875,0.086111111,,,,,
16,53,LE,A/J,American,3,28.5,30.325,71.7,18.9875,0.095175439,,,,,
16,54,RLE,A/J,American,3,30.3,30.325,71.7,18.9875,0.089521452,,,,,
17,55,NT,A/J,Mediterranean,3,32.6,29.3,68.7,18.675,0.081836109,,,,,
17,56,RE,A/J,Mediterranean,3,29,29.3,68.7,18.675,0.091995074,,,,,
17,57,LE,A/J,Mediterranean,3,25.1,29.3,68.7,18.675,0.106289129,,,,,
17,58,RLE,A/J,Mediterranean,3,30.4,29.3,68.7,18.675,0.087758459,,,,,
18,59,NT,A/J,Mediterranean,3,29.6,29.3,80.7,18.675,0.090130309,,,,,
18,60,RE,A/J,Mediterranean,3,30.5,29.3,80.7,18.675,0.087470726,,,,,
18,61,LE,A/J,Mediterranean,3,28.3,29.3,80.7,18.675,0.09427057,,,,,
18,62,RLE,A/J,Mediterranean,3,28.9,29.3,80.7,18.675,0.092313396,,,,,
19,63,NT,A/J,Vegetarian,3,25.6,28.2875,76,18.8875,0.105398996,,,,,
19,64,RE,A/J,Vegetarian,3,28,28.2875,76,18.8875,0.096364796,,,,,
19,65,LE,A/J,Vegetarian,3,32.4,28.2875,76,18.8875,0.083278219,,,,,
19,66,RLE,A/J,Vegetarian,3,26.1,28.2875,76,18.8875,0.103379858,,,,,
20,67,NT,A/J,Vegetarian,3,30.2,28.2875,75.1,18.8875,0.089344844,,,,,
20,68,RE,A/J,Vegetarian,3,27.7,28.2875,75.1,18.8875,0.097408458,,,,,
20,69,LE,A/J,Vegetarian,3,28.9,28.2875,75.1,18.8875,0.093363816,,,,,
20,70,RLE,A/J,Vegetarian,3,27.4,28.2875,75.1,18.8875,0.098474974,,,,,
21,71,NT,A/J,Vegan,3,26.8,27.1375,71.4,18.325,0.097681237,,,,,
21,72,RE,A/J,Vegan,3,27.4,27.1375,71.4,18.325,0.095542231,,,,,
21,73,LE,A/J,Vegan,3,29.2,27.1375,71.4,18.325,0.089652642,,,,,
21,74,RLE,A/J,Vegan,3,27.2,27.1375,71.4,18.325,0.096244748,,,,,
22,75,NT,A/J,Vegan,3,29.4,27.1375,75.2,18.325,0.08904276,,,,,
22,76,RE,A/J,Vegan,3,27.2,27.1375,75.2,18.325,0.096244748,,,,,
22,77,LE,A/J,Vegan,3,27.4,27.1375,75.2,18.325,0.095542231,,,,,
22,78,RLE,A/J,Vegan,3,22.5,27.1375,75.2,18.325,0.116349206,,,,,
23,79,NT,DBA/2J,Chow,3,32.3,31.21428571,92.4,29.8857143,0.132179188,,,,,
23,80,RE,DBA/2J,Chow,3,29.9,31.21428571,92.4,29.8857143,0.142788888,,,,,
23,81,LE,DBA/2J,Chow,3,31.8,31.21428571,92.4,29.8857143,0.134257477,,,,,
24,82,NT,DBA/2J,Chow,3,32.4,31.21428571,116.8,29.8857143,0.131771227,,,,,
24,83,RE,DBA/2J,Chow,3,24.8,31.21428571,116.8,29.8857143,0.172152732,,,,,
24,84,LE,DBA/2J,Chow,3,37,31.21428571,116.8,29.8857143,0.115388858,,,,,
24,85,RLE,DBA/2J,Chow,3,30.3,31.21428571,116.8,29.8857143,0.140903886,,,,,
25,86,NT,DBA/2J,American,3,39.3,38.6,85.5,24.0625,0.087468193,,,,,
25,87,RE,DBA/2J,American,3,40.6,38.6,85.5,24.0625,0.084667488,,,,,
