Mouse Cage ,Mouse Number,Tag,Strain,Diet,Week,PercBWincrease,BW_Average,Food_Mass,Food_Avg,Ingest_bymouse,Glucose,Trig,NEFA,BCAA,Insulin
9,29,LE,C57BL/6J,Vegetarian,5,32.1,30.96666667,61.8,21.5666667,0.095979825,,,,,
10,30,NT,C57BL/6J,Vegetarian,5,30.1,30.96666667,22,21.5666667,0.102357222,,,,,
11,31,NT,C57BL/6J,Vegan,5,33.3,30.6625,85.9,20.9,0.08966109,,,,,
58,32,RE,C57BL/6J,Vegan,5,30.3,30.6625,85.9,20.9,0.098538425,,,,,
11,33,LE,C57BL/6J,Vegan,5,30.8,30.6625,85.9,20.9,0.096938776,,,,,
11,34,RLE,C57BL/6J,Vegan,5,30.5,30.6625,85.9,20.9,0.097892272,,,,,
12,35,NT,C57BL/6J,Vegan,5,31.5,30.6625,81.3,20.9,0.09478458,,,,,
12,36,RE,C57BL/6J,Vegan,5,31,30.6625,81.3,20.9,0.096313364,,,,,
12,37,LE,C57BL/6J,Vegan,5,29.3,30.6625,81.3,20.9,0.101901511,,,,,
12,38,RLE,C57BL/6J,Vegan,5,28.6,30.6625,81.3,20.9,0.104395604,,,,,
13,39,NT,A/J,Chow,5,28.6,27.05714286,100.1,24.3857143,0.121806765,,,,,
13,40,RE,A/J,Chow,5,27.8,27.05714286,100.1,24.3857143,0.125311995,,,,,
13,41,LE,A/J,Chow,5,29.7,27.05714286,100.1,24.3857143,0.117295403,,,,,
13,42,RLE,A/J,Chow,5,27.6,27.05714286,100.1,24.3857143,0.126220053,,,,,
14,43,NT,A/J,Chow,5,24.5,27.05714286,70.6,24.3857143,0.142190754,,,,,
14,44,RE,A/J,Chow,5,NA,NA,NA,NA,NA,,,,,
14,45,LE,A/J,Chow,5,23.2,27.05714286,70.6,24.3857143,0.150158339,,,,,
14,46,RLE,A/J,Chow,5,28,27.05714286,70.6,24.3857143,0.12441691,,,,,
15,47,NT,A/J,American,5,29.4,31.125,68.2,17.325,0.084183673,,,,,
15,48,RE,A/J,American,5,32.7,31.125,68.2,17.325,0.075688073,,,,,
15,49,LE,A/J,American,5,37.8,31.125,68.2,17.325,0.06547619,,,,,
15,50,RLE,A/J,American,5,27.9,31.125,68.2,17.325,0.088709677,,,,,
16,51,NT,A/J,American,5,27,31.125,70.4,17.325,0.091666667,,,,,
16,52,RE,A/J,American,5,32.9,31.125,70.4,17.325,0.075227964,,,,,
16,53,LE,A/J,American,5,29.3,31.125,70.4,17.325,0.08447099,,,,,
16,54,RLE,A/J,American,5,32,31.125,70.4,17.325,0.07734375,,,,,
17,55,NT,A/J,Mediterranean,5,30.5,29.6,65.6,19,0.088992974,,,,,
17,56,RE,A/J,Mediterranean,5,28.8,29.6,65.6,19,0.094246032,,,,,
17,57,LE,A/J,Mediterranean,5,24.4,29.6,65.6,19,0.111241218,,,,,
17,58,RLE,A/J,Mediterranean,5,30.5,29.6,65.6,19,0.088992974,,,,,
18,59,NT,A/J,Mediterranean,5,31,29.6,86.4,19,0.087557604,,,,,
18,60,RE,A/J,Mediterranean,5,31,29.6,86.4,19,0.087557604,,,,,
18,61,LE,A/J,Mediterranean,5,30.9,29.6,86.4,19,0.087840962,,,,,
18,62,RLE,A/J,Mediterranean,5,29.7,29.6,86.4,19,0.091390091,,,,,
19,63,NT,A/J,Vegetarian,5,26.3,28.75,70.5,18.925,0.102797393,,,,,
19,64,RE,A/J,Vegetarian,5,29,28.75,70.5,18.925,0.093226601,,,,,
19,65,LE,A/J,Vegetarian,5,31.8,28.75,70.5,18.925,0.085017969,,,,,
19,66,RLE,A/J,Vegetarian,5,25.7,28.75,70.5,18.925,0.105197332,,,,,
20,67,NT,A/J,Vegetarian,5,30.6,28.75,80.9,18.925,0.088352007,,,,,
20,68,RE,A/J,Vegetarian,5,29.3,28.75,80.9,18.925,0.092272062,,,,,
20,69,LE,A/J,Vegetarian,5,28.3,28.75,80.9,18.925,0.095532559,,,,,
20,70,RLE,A/J,Vegetarian,5,29,28.75,80.9,18.925,0.093226601,,,,,
21,71,NT,A/J,Vegan,5,26.7,26.325,75.2,17.7375,0.094903692,,,,,
21,72,RE,A/J,Vegan,5,27.9,26.325,75.2,17.7375,0.090821813,,,,,
21,73,LE,A/J,Vegan,5,29.7,26.325,75.2,17.7375,0.08531746,,,,,
21,74,RLE,A/J,Vegan,5,26.7,26.325,75.2,17.7375,0.094903692,,,,,
22,75,NT,A/J,Vegan,5,27.5,26.325,66.7,17.7375,0.092142857,,,,,
22,76,RE,A/J,Vegan,5,25,26.325,66.7,17.7375,0.101357143,,,,,
22,77,LE,A/J,Vegan,5,25.8,26.325,66.7,17.7375,0.098214286,,,,,
22,78,RLE,A/J,Vegan,5,21.3,26.325,66.7,17.7375,0.118963783,,,,,
23,79,NT,DBA/2J,Chow,5,32.7,31,92.2,31.1428571,0.136054422,,,,,
23,80,RE,DBA/2J,Chow,5,29.1,31,92.2,31.1428571,0.152885896,,,,,
23,81,LE,DBA/2J,Chow,5,31.4,31,92.2,31.1428571,0.141687248,,,,,
24,82,NT,DBA/2J,Chow,5,32.4,31,125.8,31.1428571,0.137314185,,,,,
24,83,RE,DBA/2J,Chow,5,25.1,31,125.8,31.1428571,0.177250183,,,,,
24,84,LE,DBA/2J,Chow,5,36.6,31,125.8,31.1428571,0.121556819,,,,,
24,85,RLE,DBA/2J,Chow,5,29.7,31,125.8,31.1428571,0.149797292,,,,,
25,86,NT,DBA/2J,American,5,40.4,39.6875,99.7,25.7375,0.091009547,,,,,
25,87,RE,DBA/2J,American,5,42.2,39.6875,99.7,25.7375,0.087127624,,,,,
25,88,LE,DBA/2J,American,5,41.5,39.6875,99.7,25.7375,0.088597246,,,,,
25,89,RLE,DBA/2J,American,5,36.3,39.6875,99.7,25.7375,0.101288863,,,,,
26,90,NT,DBA/2J,American,5,41,39.6875,52.7,25.7375,0.0896777,,,,,
26,91,RE,DBA/2J,American,5,37.7,39.6875,52.7,25.7375,0.097527473,,,,,
27,92,NT,DBA/2J,American,5,39,39.6875,53.5,25.7375,0.094276557,,,,,
27,93,RE,DBA/2J,American,5,39.4,39.6875,53.5,25.7375,0.093319434,,,,,
28,94,NT,DBA/2J,Mediterranean,5,40.8,39.4875,98.7,25.5125,0.089329482,,,,,
28,95,RE,DBA/2J,Mediterranean,5,35.3,39.4875,98.7,25.5125,0.103247673,,,,,
28,96,LE,DBA/2J,Mediterranean,5,38.5,39.4875,98.7,25.5125,0.094666048,,,,,
28,97,RLE,DBA/2J,Mediterranean,5,41.9,39.4875,98.7,25.5125,0.086984316,,,,,
29,98,NT,DBA/2J,Mediterranean,5,42.4,39.4875,105.4,25.5125,0.085958558,,,,,
29,99,RE,DBA/2J,Mediterranean,5,39.7,39.4875,105.4,25.5125,0.091804606,,,,,
29,100,LE,DBA/2J,Mediterranean,5,39,39.4875,105.4,25.5125,0.093452381,,,,,
29,101,RLE,DBA/2J,Mediterranean,5,38.3,39.4875,105.4,25.5125,0.095160388,,,,,
30,102,NT,DBA/2J,Vegetarian,5,NA,36.31666667,69.7,21.9142857,NA,,,,,
30,103,RE,DBA/2J,Vegetarian,5,33.3,36.31666667,69.7,21.9142857,0.09401238,,,,,
30,104,LE,DBA/2J,Vegetarian,5,31,36.31666667,69.7,21.9142857,0.100987492,,,,,
30,105,RLE,DBA/2J,Vegetarian,5,39.4,36.31666667,69.7,21.9142857,0.079457164,,,,,
31,106,NT,DBA/2J,Vegetarian,5,38.6,36.31666667,83.7,21.9142857,0.081103944,,,,,
31,107,RE,DBA/2J,Vegetarian,5,38,36.31666667,83.7,21.9142857,0.082384533,,,,,
31,108,LE,DBA/2J,Vegetarian,5,35.9,36.31666667,83.7,21.9142857,0.087203684,,,,,
31,109,RLE,DBA/2J,Vegetarian,5,41.1,36.31666667,83.7,21.9142857,0.076170614,,,,,
32,110,NT,DBA/2J,Vegan,5,38.5,37.55,108,25.85,0.095918367,,,,,
32,111,RE,DBA/2J,Vegan,5,40.6,37.55,108,25.85,0.090957072,,,,,
32,112,LE,DBA/2J,Vegan,5,39.2,37.55,108,25.85,0.094205539,,,,,
32,113,RLE,DBA/2J,Vegan,5,41.1,37.55,108,25.85,0.089850539,,,,,
33,114,NT,DBA/2J,Vegan,5,34.5,37.55,98.8,25.85,0.107039337,,,,,
33,115,RE,DBA/2J,Vegan,5,37.7,37.55,98.8,25.85,0.09795377,,,,,
33,116,LE,DBA/2J,Vegan,5,37.8,37.55,98.8,25.85,0.097694633,,,,,
33,117,RLE,DBA/2J,Vegan,5,31,37.55,98.8,25.85,0.119124424,,,,,
34,118,NT,S/J,American,5,27.9,28.375,84.7,28.0625,0.143689196,,,,,
60,119,RE,S/J,American,5,28.2,28.375,84.7,28.0625,0.142160588,,,,,
34,120,LE,S/J,American,5,25.8,28.375,84.7,28.0625,0.155384828,,,,,
34,121,RLE,S/J,American,5,30.3,28.375,84.7,28.0625,0.132307874,,,,,
35,122,NT,S/J,American,5,29.7,28.375,44.4,28.0625,0.13498076,,,,,
57,123,RE,S/J,American,5,25.9,28.375,56.2,28.0625,0.154784887,,,,,
36,124,NT,S/J,American,5,27.6,28.375,19.6,28.0625,0.145251035,,,,,
37,125,NT,S/J,American,5,31.6,28.375,19.6,28.0625,0.126864828,,,,,
42,126,NT,S/J,Mediterranean,5,30.6,28.52857143,20.9,20.05714286,0.093637455,,,,,
44,127,RE,S/J,Mediterranean,5,28,28.52857143,22.9,20.05714286,0.102332362,,,,,
38,128,LE,S/J,Mediterranean,5,28.2,28.52857143,19.8,20.05714286,0.1016066,,,,,
43,129,RLE,S/J,Mediterranean,5,26.7,28.52857143,22,20.05714286,0.107314836,,,,,
39,130,NT,S/J,Mediterranean,5,28.2,28.52857143,19.9,20.05714286,0.1016066,,,,,
40,131,NT,S/J,Mediterranean,5,28.7,28.52857143,16.3,20.05714286,0.09983645,,,,,
41,132,NT,S/J,Mediterranean,5,29.3,28.52857143,18.6,20.05714286,0.097792018,,,,,
45,133,NT,S/J,Vegetarian,5,27.1,27.75,64.3,24.6625,0.130007907,,,,,
45,134,RE,S/J,Vegetarian,5,27.1,27.75,64.3,24.6625,0.130007907,,,,,
45,135,LE,S/J,Vegetarian,5,29.9,27.75,64.3,24.6625,0.117833254,,,,,
55,136,NT,S/J,Vegetarian,5,26.4,27.75,39.8,24.6625,0.133455087,,,,,
56,137,RE,S/J,Vegetarian,5,29.7,27.75,28.5,24.6625,0.118626744,,,,,
59,138,LE,S/J,Vegetarian,5,28.8,27.75,47.9,24.6625,0.122333829,,,,,
46,139,RLE,S/J,Vegetarian,5,28.7,27.75,47.9,24.6625,0.12276008,,,,,
47,140,NT,S/J,Vegetarian,5,24.3,27.75,16.8,24.6625,0.144988242,,,,,
48,141,NT,S/J,Vegan,5,28.1,28.425,78,24.775,0.125953228,,,,,
48,142,RE,S/J,Vegan,5,29.8,28.425,78,24.775,0.118767977,,,,,
48,143,LE,S/J,Vegan,5,28,28.425,78,24.775,0.126403061,,,,,
49,144,NT,S/J,Vegan,5,28.3,28.425,22.9,24.775,0.125063099,,,,,
50,145,NT,S/J,Vegan,5,27.9,28.425,22.4,24.775,0.126856119,,,,,
51,146,NT,S/J,Vegan,5,27.4,28.425,19.3,24.775,0.129171011,,,,,
52,147,NT,S/J,Vegan,5,29,28.425,55.6,24.775,0.122044335,,,,,
52,148,RE,S/J,Vegan,5,28.9,28.425,55.6,24.775,0.122466634,,,,,
53,149,NT,S/J,Chow,5,27.3,27.5,73,30.4,0.159079016,,,,,
53,150,RE,S/J,Chow,5,NA,NA,NA,NA,NA,,,,,
53,151,LE,S/J,Chow,5,27,27.5,73,30.4,0.160846561,,,,,
54,152,NT,S/J,Chow,5,27.5,27.5,109.4,30.4,0.157922078,,,,,
54,153,RE,S/J,Chow,5,26.9,27.5,109.4,30.4,0.161444503,,,,,
54,154,LE,S/J,Chow,5,28.8,27.5,109.4,30.4,0.150793651,,,,,
1,1,RE,C57BL/6J,Chow,6,27.9,29.8,50.7,26.7857143,0.137151635,,,,,
1,2,NT,C57BL/6J,Chow,6,27.8,29.8,50.7,26.7857143,0.137644986,,,,,
2,3,NT,C57BL/6J,Chow,6,33.6,29.8,108.1,26.7857143,0.11388484,,,,,
2,4,RE,C57BL/6J,Chow,6,28.9,29.8,108.1,26.7857143,0.132405904,,,,,
2,5,LE,C57BL/6J,Chow,6,30.2,29.8,108.1,26.7857143,0.126706312,,,,,
2,6,RLE,C57BL/6J,Chow,6,30.2,29.8,108.1,26.7857143,0.126706312,,,,,
3,7,NT,C57BL/6J,Chow,6,30,29.8,28.7,26.7857143,0.12755102,,,,,
4,8,NT,C57BL/6J,American,6,39.4,37.1,88.4,24.2,0.087744743,,,,,
4,9,RE,C57BL/6J,American,6,33.3,37.1,88.4,24.2,0.103818104,,,,,
4,10,LE,C57BL/6J,American,6,35.3,37.1,88.4,24.2,0.097936058,,,,,
4,11,RLE,C57BL/6J,American,6,34.5,37.1,88.4,24.2,0.100207039,,,,,
5,12,NT,C57BL/6J,American,6,37.4,37.1,105.2,24.2,0.092436975,,,,,
5,13,RE,C57BL/6J,American,6,38.8,37.1,105.2,24.2,0.08910162,,,,,
5,14,LE,C57BL/6J,American,6,39.9,37.1,105.2,24.2,0.086645184,,,,,
5,15,RLE,C57BL/6J,American,6,38.2,37.1,105.2,24.2,0.090501122,,,,,
6,16,NT,C57BL/6J,Mediterranean,6,32,34.72857143,68.5,22.8428571,0.101977041,,,,,
6,17,RE,C57BL/6J,Mediterranean,6,31.4,34.72857143,68.5,22.8428571,0.103925646,,,,,
6,18,LE,C57BL/6J,Mediterranean,6,NA,NA,NA,NA,NA,,,,,
6,19,RLE,C57BL/6J,Mediterranean,6,37.1,34.72857143,68.5,22.8428571,0.087958633,,,,,
7,20,NT,C57BL/6J,Mediterranean,6,35.3,34.72857143,91.4,22.8428571,0.092443776,,,,,
7,21,RE,C57BL/6J,Mediterranean,6,36.2,34.72857143,91.4,22.8428571,0.09014545,,,,,
7,22,LE,C57BL/6J,Mediterranean,6,35.4,34.72857143,91.4,22.8428571,0.092182636,,,,,
7,23,RLE,C57BL/6J,Mediterranean,6,35.7,34.72857143,91.4,22.8428571,0.091407992,,,,,
8,24,NT,C57BL/6J,Vegetarian,6,NA,NA,NA,NA,NA,,,,,
8,25,RE,C57BL/6J,Vegetarian,6,32.5,32.16666667,49.7,22.75,0.1,,,,,
8,26,LE,C57BL/6J,Vegetarian,6,32,32.16666667,49.7,22.75,0.1015625,,,,,
9,27,NT,C57BL/6J,Vegetarian,6,30.7,32.16666667,64.6,22.75,0.105863192,,,,,
9,28,RE,C57BL/6J,Vegetarian,6,34,32.16666667,64.6,22.75,0.095588235,,,,,
9,29,LE,C57BL/6J,Vegetarian,6,33,32.16666667,64.6,22.75,0.098484848,,,,,
10,30,NT,C57BL/6J,Vegetarian,6,30.8,32.16666667,22.2,22.75,0.105519481,,,,,
11,31,NT,C57BL/6J,Vegan,6,34.3,31.2375,99.5,22.4875,0.093658892,,,,,
58,32,RE,C57BL/6J,Vegan,6,31.3,31.2375,99.5,22.4875,0.102635783,,,,,
11,33,LE,C57BL/6J,Vegan,6,33.3,31.2375,99.5,22.4875,0.096471471,,,,,
11,34,RLE,C57BL/6J,Vegan,6,31.3,31.2375,99.5,22.4875,0.102635783,,,,,
12,35,NT,C57BL/6J,Vegan,6,31.8,31.2375,80.4,22.4875,0.101022013,,,,,
12,36,RE,C57BL/6J,Vegan,6,31.3,31.2375,80.4,22.4875,0.102635783,,,,,
12,37,LE,C57BL/6J,Vegan,6,30.3,31.2375,80.4,22.4875,0.106023102,,,,,
12,38,RLE,C57BL/6J,Vegan,6,26.3,31.2375,80.4,22.4875,0.122148289,,,,,
13,39,NT,A/J,Chow,6,29,27.37142857,112.7,27.6285714,0.136101337,,,,,
13,40,RE,A/J,Chow,6,29.3,27.37142857,112.7,27.6285714,0.134707808,,,,,
13,41,LE,A/J,Chow,6,28,27.37142857,112.7,27.6285714,0.140962099,,,,,
13,42,RLE,A/J,Chow,6,27.7,27.37142857,112.7,27.6285714,0.142488764,,,,,
14,43,NT,A/J,Chow,6,25.6,27.37142857,80.7,27.6285714,0.154177296,,,,,
14,44,RE,A/J,Chow,6,NA,NA,NA,NA,NA,,,,,
14,45,LE,A/J,Chow,6,23.8,27.37142857,80.7,27.6285714,0.165837764,,,,,
14,46,RLE,A/J,Chow,6,28.2,27.37142857,80.7,27.6285714,0.139962368,,,,,
15,47,NT,A/J,American,6,29.7,31.9125,78,20.05,0.096440596,,,,,
15,48,RE,A/J,American,6,33.2,31.9125,78,20.05,0.086273666,,,,,
15,49,LE,A/J,American,6,38.8,31.9125,78,20.05,0.073821797,,,,,
15,50,RLE,A/J,American,6,28.8,31.9125,78,20.05,0.099454365,,,,,
16,51,NT,A/J,American,6,27.3,31.9125,82.4,20.05,0.104918891,,,,,
16,52,RE,A/J,American,6,33.7,31.9125,82.4,20.05,0.084993641,,,,,
16,53,LE,A/J,American,6,30.4,31.9125,82.4,20.05,0.094219925,,,,,
16,54,RLE,A/J,American,6,33.4,31.9125,82.4,20.05,0.085757057,,,,,
17,55,NT,A/J,Mediterranean,6,31.9,30.4625,71.7,18.875,0.084527541,,,,,
17,56,RE,A/J,Mediterranean,6,28.9,30.4625,71.7,18.875,0.093302027,,,,,
17,57,LE,A/J,Mediterranean,6,24.7,30.4625,71.7,18.875,0.109167149,,,,,
17,58,RLE,A/J,Mediterranean,6,31.4,30.4625,71.7,18.875,0.085873521,,,,,
18,59,NT,A/J,Mediterranean,6,32.5,30.4625,79.3,18.875,0.082967033,,,,,
18,60,RE,A/J,Mediterranean,6,31.8,30.4625,79.3,18.875,0.084793351,,,,,
18,61,LE,A/J,Mediterranean,6,31.7,30.4625,79.3,18.875,0.085060838,,,,,
18,62,RLE,A/J,Mediterranean,6,30.8,30.4625,79.3,18.875,0.087546382,,,,,
19,63,NT,A/J,Vegetarian,6,26.9,29.3125,67.9,17.9375,0.095260223,,,,,
19,64,RE,A/J,Vegetarian,6,29,29.3125,67.9,17.9375,0.088362069,,,,,
19,65,LE,A/J,Vegetarian,6,32.1,29.3125,67.9,17.9375,0.07982866,,,,,
19,66,RLE,A/J,Vegetarian,6,26.1,29.3125,67.9,17.9375,0.098180077,,,,,
20,67,NT,A/J,Vegetarian,6,31.2,29.3125,75.6,17.9375,0.08213141,,,,,
20,68,RE,A/J,Vegetarian,6,29.3,29.3125,75.6,17.9375,0.087457338,,,,,
20,69,LE,A/J,Vegetarian,6,29.9,29.3125,75.6,17.9375,0.085702341,,,,,
20,70,RLE,A/J,Vegetarian,6,30,29.3125,75.6,17.9375,0.085416667,,,,,
21,71,NT,A/J,Vegan,6,26.2,27.6,77.1,18.825,0.102644493,,,,,
21,72,RE,A/J,Vegan,6,29.6,27.6,77.1,18.825,0.090854247,,,,,
21,73,LE,A/J,Vegan,6,30.7,27.6,77.1,18.825,0.087598883,,,,,
21,74,RLE,A/J,Vegan,6,28.2,27.6,77.1,18.825,0.095364742,,,,,
22,75,NT,A/J,Vegan,6,30.1,27.6,73.5,18.825,0.08934504,,,,,
22,76,RE,A/J,Vegan,6,26.5,27.6,73.5,18.825,0.10148248,,,,,
22,77,LE,A/J,Vegan,6,27.3,27.6,73.5,18.825,0.098508634,,,,,
22,78,RLE,A/J,Vegan,6,22.2,27.6,73.5,18.825,0.121138996,,,,,
23,79,NT,DBA/2J,Chow,6,32.3,30.62857143,83.5,28.6428571,0.126682252,,,,,
23,80,RE,DBA/2J,Chow,6,29,30.62857143,83.5,28.6428571,0.141097818,,,,,
23,81,LE,DBA/2J,Chow,6,30.6,30.62857143,83.5,28.6428571,0.133720155,,,,,
24,82,NT,DBA/2J,Chow,6,31.5,30.62857143,117,28.6428571,0.129899579,,,,,
24,83,RE,DBA/2J,Chow,6,25.1,30.62857143,117,28.6428571,0.163021384,,,,,
24,84,LE,DBA/2J,Chow,6,36.2,30.62857143,117,28.6428571,0.113034164,,,,,
24,85,RLE,DBA/2J,Chow,6,29.7,30.62857143,117,28.6428571,0.13777228,,,,,
25,86,NT,DBA/2J,American,6,41.3,40.675,100.9,26.4,0.091317883,,,,,
25,87,RE,DBA/2J,American,6,44.4,40.675,100.9,26.4,0.084942085,,,,,
25,88,LE,DBA/2J,American,6,42.6,40.675,100.9,26.4,0.088531187,,,,,
25,89,RLE,DBA/2J,American,6,37.1,40.675,100.9,26.4,0.101655757,,,,,
26,90,NT,DBA/2J,American,6,41.7,40.675,56.2,26.4,0.090441932,,,,,
26,91,RE,DBA/2J,American,6,38.4,40.675,56.2,26.4,0.098214286,,,,,
27,92,NT,DBA/2J,American,6,39.1,40.675,54.1,26.4,0.096455974,,,,,
27,93,RE,DBA/2J,American,6,40.8,40.675,54.1,26.4,0.092436975,,,,,
28,94,NT,DBA/2J,Mediterranean,6,41.4,39.9375,99.2,25.2875,0.087258454,,,,,
28,95,RE,DBA/2J,Mediterranean,6,36.3,39.9375,99.2,25.2875,0.099517906,,,,,
28,96,LE,DBA/2J,Mediterranean,6,39,39.9375,99.2,25.2875,0.092628205,,,,,
28,97,RLE,DBA/2J,Mediterranean,6,41.8,39.9375,99.2,25.2875,0.086423445,,,,,
29,98,NT,DBA/2J,Mediterranean,6,43.1,39.9375,103.1,25.2875,0.083816705,,,,,
29,99,RE,DBA/2J,Mediterranean,6,40.2,39.9375,103.1,25.2875,0.089863184,,,,,
29,100,LE,DBA/2J,Mediterranean,6,39.1,39.9375,103.1,25.2875,0.092391304,,,,,
29,101,RLE,DBA/2J,Mediterranean,6,38.6,39.9375,103.1,25.2875,0.093588083,,,,,
30,102,NT,DBA/2J,Vegetarian,6,NA,NA,NA,NA,NA,,,,,
30,103,RE,DBA/2J,Vegetarian,6,32.8,37.05714286,68.2,23.0285714,0.100298656,,,,,
30,104,LE,DBA/2J,Vegetarian,6,31.9,37.05714286,68.2,23.0285714,0.103128399,,,,,
30,105,RLE,DBA/2J,Vegetarian,6,39.3,37.05714286,68.2,23.0285714,0.08370982,,,,,
31,106,NT,DBA/2J,Vegetarian,6,39.5,37.05714286,93,23.0285714,0.083285973,,,,,
31,107,RE,DBA/2J,Vegetarian,6,38.4,37.05714286,93,23.0285714,0.085671769,,,,,
31,108,LE,DBA/2J,Vegetarian,6,36.2,37.05714286,93,23.0285714,0.09087834,,,,,
31,109,RLE,DBA/2J,Vegetarian,6,41.3,37.05714286,93,23.0285714,0.079656075,,,,,
32,110,NT,DBA/2J,Vegan,6,39.5,38.2375,103.3,25.0875,0.090732369,,,,,
32,111,RE,DBA/2J,Vegan,6,40.4,38.2375,103.3,25.0875,0.088711103,,,,,
32,112,LE,DBA/2J,Vegan,6,39.2,38.2375,103.3,25.0875,0.091426749,,,,,
32,113,RLE,DBA/2J,Vegan,6,41.2,38.2375,103.3,25.0875,0.086988558,,,,,
33,114,NT,DBA/2J,Vegan,6,35.8,38.2375,97.4,25.0875,0.100109737,,,,,
33,115,RE,DBA/2J,Vegan,6,39,38.2375,97.4,25.0875,0.091895604,,,,,
33,116,LE,DBA/2J,Vegan,6,38.5,38.2375,97.4,25.0875,0.093089054,,,,,
33,117,RLE,DBA/2J,Vegan,6,32.3,38.2375,97.4,25.0875,0.110957541,,,,,
34,118,NT,S/J,American,6,28.1,28.6375,81.2,23.3375,0.118645145,,,,,
60,119,RE,S/J,American,6,29.1,28.6375,81.2,23.3375,0.114567992,,,,,
34,120,LE,S/J,American,6,25.7,28.6375,81.2,23.3375,0.129724847,,,,,
34,121,RLE,S/J,American,6,30.5,28.6375,81.2,23.3375,0.109309133,,,,,
35,122,NT,S/J,American,6,30.8,28.6375,24.1,23.3375,0.108244434,,,,,
57,123,RE,S/J,American,6,26.2,28.6375,43.2,23.3375,0.127249182,,,,,
36,124,NT,S/J,American,6,27.6,28.6375,19.1,23.3375,0.120794513,,,,,
37,125,NT,S/J,American,6,31.1,28.6375,19.1,23.3375,0.107200276,,,,,
42,126,NT,S/J,Mediterranean,6,28.6,28.25714286,18.3,21.31428571,0.106464964,,,,,
44,127,RE,S/J,Mediterranean,6,27.6,28.25714286,24.6,21.31428571,0.11032239,,,,,
38,128,LE,S/J,Mediterranean,6,27.8,28.25714286,20.1,21.31428571,0.109528704,,,,,
43,129,RLE,S/J,Mediterranean,6,26.7,28.25714286,21.2,21.31428571,0.114041122,,,,,
39,130,NT,S/J,Mediterranean,6,29.1,28.25714286,22.2,21.31428571,0.104635669,,,,,
40,131,NT,S/J,Mediterranean,6,28.4,28.25714286,19.4,21.31428571,0.107214717,,,,,
41,132,NT,S/J,Mediterranean,6,29.6,28.25714286,23.4,21.31428571,0.102868174,,,,,
45,133,NT,S/J,Vegetarian,6,26.4,27.325,62.9,23.9625,0.129667208,,,,,
45,134,RE,S/J,Vegetarian,6,26.9,27.325,62.9,23.9625,0.127257037,,,,,
45,135,LE,S/J,Vegetarian,6,29,27.325,62.9,23.9625,0.118041872,,,,,
55,136,NT,S/J,Vegetarian,6,25.6,27.325,36.5,23.9625,0.133719308,,,,,
56,137,RE,S/J,Vegetarian,6,28.6,27.325,24.5,23.9625,0.119692807,,,,,
59,138,LE,S/J,Vegetarian,6,27.5,27.325,24.4,23.9625,0.124480519,,,,,
46,139,RLE,S/J,Vegetarian,6,29.8,27.325,25.2,23.9625,0.114872963,,,,,
47,140,NT,S/J,Vegetarian,6,24.8,27.325,18.2,23.9625,0.138032834,,,,,
48,141,NT,S/J,Vegan,6,28.1,28.625,72.3,23.7875,0.120932893,,,,,
48,142,RE,S/J,Vegan,6,30,28.625,72.3,23.7875,0.11327381,,,,,
48,143,LE,S/J,Vegan,6,28,28.625,72.3,23.7875,0.121364796,,,,,
49,144,NT,S/J,Vegan,6,28.6,28.625,22.9,23.7875,0.118818681,,,,,
50,145,NT,S/J,Vegan,6,27.1,28.625,20.3,23.7875,0.125395361,,,,,
51,146,NT,S/J,Vegan,6,27.9,28.625,21.1,23.7875,0.121799795,,,,,
52,147,NT,S/J,Vegan,6,30.1,28.625,53.7,23.7875,0.112897485,,,,,
52,148,RE,S/J,Vegan,6,29.2,28.625,53.7,23.7875,0.116377202,,,,,
53,149,NT,S/J,Chow,6,27.6,27.3,53.9,26.5,0.137163561,,,,,
53,150,RE,S/J,Chow,6,NA,NA,NA,NA,NA,,,,,
53,151,LE,S/J,Chow,6,26.9,27.3,53.9,26.5,0.140732873,,,,,
54,152,NT,S/J,Chow,6,25.9,27.3,78.6,26.5,0.146166575,,,,,
54,153,RE,S/J,Chow,6,27.7,27.3,78.6,26.5,0.136668386,,,,,
54,154,LE,S/J,Chow,6,28.4,27.3,78.6,26.5,0.133299799,,,,,
1,1,RE,C57BL/6J,Chow,7,27.3,29.54285714,52.3,27.0857143,0.141735815,,,,,
1,2,NT,C57BL/6J,Chow,7,27.5,29.54285714,52.3,27.0857143,0.140705009,,,,,
2,3,NT,C57BL/6J,Chow,7,33,29.54285714,106.6,27.0857143,0.117254174,,,,,
2,4,RE,C57BL/6J,Chow,7,29.1,29.54285714,106.6,27.0857143,0.132968651,,,,,
2,5,LE,C57BL/6J,Chow,7,29.9,29.54285714,106.6,27.0857143,0.129410962,,,,,
2,6,RLE,C57BL/6J,Chow,7,30.2,29.54285714,106.6,27.0857143,0.128125422,,,,,
3,7,NT,C57BL/6J,Chow,7,29.8,29.54285714,30.7,27.0857143,0.129845227,,,,,
4,8,NT,C57BL/6J,American,7,40.9,38.4375,86.8,22.2875,0.077846664,,,,,
4,9,RE,C57BL/6J,American,7,35.3,38.4375,86.8,22.2875,0.090196277,,,,,
4,10,LE,C57BL/6J,American,7,36.6,38.4375,86.8,22.2875,0.086992584,,,,,
4,11,RLE,C57BL/6J,American,7,36.7,38.4375,86.8,22.2875,0.086755547,,,,,
